"";"Q1";"Q2";"Q3";"Q4";"Q5";"Q6";"Q7";"Q8";"Q9";"Q10";"Q11";"Q12";"Q13";"Q14";"Q15";"Q16";"Q17";"Q18";"Q19";"Q20";"Q21";"Q22";"E1";"E2";"E3";"E4";"E5";"E6";"E7";"E8";"E9";"E10";"E11";"E12";"E13";"E14";"E15";"E16";"E17";"E18";"E19";"E20";"E21";"E22";"introelapse";"testelapse";"surveyelapse";"TIPI1";"TIPI2";"TIPI3";"TIPI4";"TIPI5";"TIPI6";"TIPI7";"TIPI8";"TIPI9";"TIPI10";"VCL1";"VCL2";"VCL3";"VCL4";"VCL5";"VCL6";"VCL7";"VCL8";"VCL9";"VCL10";"VCL11";"VCL12";"VCL13";"VCL14";"VCL15";"VCL16";"IP_country";"education";"urban";"gender";"engnat";"age";"screenw";"screenh";"hand";"religion";"orientation";"race";"voted";"married";"familysize";"surveyaccurate";"major";"extr";"neur";"amab";"cons";"aber";"rv";"auth"
"503";5;3;3;8;5;7;3;5;8;4;8;4;4;3;5;3;5;8;5;8;3;4;20194;5211;18403;4635;21842;20391;10199;6646;6425;9705;7005;10951;23105;9816;26849;7495;9927;9223;8081;5552;5888;18254;3;267;135;6;3;5;4;5;3;5;5;2;4;1;1;0;1;1;0;0;0;0;1;0;0;0;1;1;1;"US";2;1;1;1;17;1280;1024;1;4;1;4;2;1;3;1;"";4,5;4;3;5;4,5;8;103
"504";2;1;1;9;1;8;2;7;2;2;1;2;8;2;8;1;1;9;1;8;8;1;17312;4665;5403;5187;7983;6116;10001;8009;9741;9143;7020;7584;12891;7870;9064;7643;7725;6172;6830;13027;13509;6251;11;191;145;7;7;7;2;7;7;7;4;1;7;1;1;1;1;1;0;1;1;0;1;0;0;1;1;1;1;"US";3;1;2;1;46;1366;768;1;1;1;4;1;3;3;1;"psychology";7;7;1,5;5,5;7;12;82
"505";1;9;2;1;1;2;2;4;6;8;3;7;1;2;2;7;6;1;3;2;1;7;7135;5538;8596;2672;9616;7154;10581;9267;10568;9836;8361;5112;6693;6374;10546;23661;7711;6105;6932;4776;2833;12556;2;184;184;2;2;5;7;5;2;2;3;6;7;1;1;1;1;1;0;1;1;0;1;1;0;1;1;1;1;"US";3;3;1;1;28;1366;768;2;2;1;4;1;1;1;1;"Art history";2;2;6,5;4;6;13;68
"506";2;1;4;9;4;9;3;8;7;2;9;2;9;3;8;1;1;9;4;9;8;3;10611;3602;16188;4944;10168;7999;9457;7746;8186;6985;5153;6043;6320;9618;6557;7083;9093;6120;15671;4030;6022;9395;2;178;120;5;1;7;7;6;3;1;2;6;5;1;1;0;1;1;1;0;1;0;1;0;0;1;1;1;1;"US";4;2;2;1;33;768;1024;1;1;1;4;1;2;3;1;"Public administration";4;1;6,5;4,5;5,5;11;112
"507";2;1;1;9;1;9;1;8;9;1;9;1;9;1;9;1;1;9;1;9;9;5;12278;4733;5999;10583;10051;8000;104331;10533;5950;6233;6365;3935;11599;5435;6366;4467;9816;6933;4633;11517;7150;23400;3;281;167;5;3;6;2;7;2;6;3;2;6;1;1;1;1;1;0;0;0;0;1;0;0;1;1;1;1;"US";3;2;1;1;35;1920;1080;2;2;1;4;1;2;1;1;"industrial design";3,5;4,5;2;4,5;6,5;10;103
"508";1;1;1;8;2;8;1;7;8;1;7;3;8;1;7;1;1;8;1;6;8;1;10060;5423;5622;4644;8774;7438;7355;7849;39028;3413;7882;13874;12552;7186;8248;4863;5761;5592;7236;6780;7035;4342;9;193;138;6;5;4;4;7;5;6;3;4;1;1;1;1;1;1;0;1;1;0;1;1;0;1;1;1;1;"US";0;1;1;1;61;768;1024;1;6;2;4;1;2;3;1;"History";5,5;5,5;4;3,5;4;13;88
"509";3;3;3;4;3;5;4;6;6;6;6;6;2;5;5;4;3;7;6;6;4;3;194486;24350;26054;8648;40834;142886;74573;5638;8482;14233;20584;46369;47167;13678;8309;31774;14168;22222;82434;80161;22347;29523;3;961;172;6;6;6;2;5;4;6;5;2;4;1;1;1;1;1;0;0;1;0;1;0;0;1;1;1;1;"US";2;3;2;1;24;1366;768;1;6;1;4;2;1;0;1;"Marketing";5;6;2;5,5;4,5;11;94
"510";5;8;5;1;7;1;9;1;1;9;2;9;1;6;1;8;8;2;7;2;1;8;3541;23821;4513;7471;9892;6829;5011;3919;4405;5597;6924;3407;10951;5172;6143;12241;9029;3541;8834;4565;3917;6194;33;157;117;2;1;6;5;1;2;2;6;6;1;1;1;0;1;1;0;0;0;0;1;0;0;1;1;1;1;"US";4;2;1;1;23;1366;768;1;6;1;4;1;1;1;1;"Law";2;1,5;5,5;6;1;9;89
"511";2;1;1;9;1;9;1;9;9;1;9;2;8;1;8;1;1;9;1;9;5;1;11125;2602;5774;2503;6504;5332;5661;2117;2476;5197;4234;5173;7087;3813;8369;3958;7451;3443;5176;2127;10556;2717;3533;114;212;2;2;3;5;3;3;5;3;5;6;1;1;1;1;1;0;0;1;0;1;0;0;1;1;1;1;"US";2;2;1;1;21;1920;1200;1;2;5;4;1;1;2;1;"Physics";2,5;3,5;5;3;4,5;11;95
"512";2;1;1;6;1;6;1;7;8;2;6;1;8;1;7;3;1;9;2;2;4;3;8069;3402;6433;3464;5257;5553;5085;2403;5484;7666;4002;2838;6006;6560;7870;5007;6289;3984;4977;5288;3219;4338;2;114;99;1;3;5;7;6;4;6;6;1;3;1;1;1;1;1;0;1;1;0;1;0;0;1;1;1;1;"US";2;3;2;1;16;1366;768;1;6;2;4;2;1;3;1;"comp sci";2,5;4,5;4;5,5;4,5;12;79
"513";3;1;1;9;2;8;2;5;7;6;6;4;7;2;7;1;7;8;3;8;8;1;15980;4835;9742;5388;9056;14608;10366;4384;11886;14205;18391;5484;16809;8128;9929;6186;21869;5837;14226;9540;8742;10280;989;237;154;4;6;6;1;5;2;7;6;3;5;1;1;0;1;1;1;0;1;1;1;1;1;1;1;1;1;"US";2;1;2;1;46;1600;900;1;12;1;4;1;2;3;1;"";3;6,5;2;6;5;14;102
"514";9;9;9;9;9;9;9;7;6;9;3;4;8;9;8;1;9;6;9;6;8;9;7381;7138;9195;2735;8482;7766;81474;4097;5103;4974;7109;4078;7934;6367;5886;4155;7974;5644;6108;6026;2924;3956;8;208;89;7;1;7;1;6;7;1;3;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;"US";2;3;1;1;19;1366;768;1;2;1;4;1;1;3;1;"Economics";7;1;1;5;4;16;147
"515";1;1;1;9;1;9;1;6;9;1;9;1;9;2;8;1;1;9;1;9;9;1;9012;20942;9038;4752;22431;11003;14457;6837;16258;12173;9388;12856;9589;12168;14373;9738;8906;6353;12525;8470;5586;8254;10;247;174;1;6;6;5;6;1;4;5;4;4;1;1;1;1;1;0;0;0;0;1;0;0;1;1;1;1;"US";2;2;2;1;16;375;667;1;1;1;4;2;1;2;1;"";1;5;4,5;5,5;5;10;97
"516";3;1;1;9;1;9;1;7;8;1;9;3;9;1;7;1;1;9;1;9;9;1;16189;4942;8823;3318;17441;17578;5658;6027;9023;7588;4454;7854;8295;3427;8607;3761;6166;9113;6040;3460;6909;3999;134;170;183;5;2;2;6;6;5;6;4;5;5;1;1;1;1;1;0;1;1;0;1;1;0;1;1;1;1;"US";2;2;1;1;22;1366;768;1;2;3;4;2;1;1;1;"";5;4;5,5;3;5,5;13;97
"517";4;1;1;9;3;9;2;8;8;4;9;3;8;2;8;1;1;9;2;8;7;1;24041;5810;9184;4719;19096;9175;9528;5497;8569;9683;9038;9278;11160;9092;8005;8370;8930;8971;9143;6466;6339;8325;5;211;163;2;6;6;1;5;2;7;3;2;3;1;1;1;1;1;0;0;1;0;1;0;1;1;0;1;1;"US";1;3;1;1;29;383;638;1;2;1;4;1;2;2;1;"";2;6,5;1,5;4,5;4;11;103
"518";3;1;1;9;2;8;1;9;8;1;9;4;8;4;6;1;1;9;2;8;6;2;13672;5639;9480;4994;11880;8322;10266;4433;6654;6592;5614;9146;9552;14722;9216;8044;8820;6140;343633;5188;5938;9932;29;519;193;1;2;1;7;6;3;3;1;6;6;1;1;0;1;1;0;0;1;0;1;0;0;1;1;1;1;"US";2;3;2;1;30;1920;1080;1;1;4;4;2;1;1;1;"";2;2,5;6,5;1;6;10;99
"519";3;2;3;8;3;6;3;3;8;3;4;3;7;6;5;1;1;6;4;4;4;1;6049;29353;9408;4738;6562;6770;8648;7906;6406;9081;5319;4551;7034;4915;9846;4730;4089;5689;5804;10820;8533;2744;45;171;116;1;3;2;7;5;1;5;1;6;4;1;1;1;1;1;0;0;0;0;1;1;0;1;1;1;1;"US";2;2;1;1;19;1366;768;1;6;1;4;2;1;3;1;"Electrical Engineering";1;4;6,5;1,5;4,5;11;83
"520";1;1;1;9;2;9;1;8;9;1;9;1;9;1;9;1;1;9;1;9;9;1;3980;2639;3632;2986;3315;6184;3035;3461;2883;2320;3735;2983;3067;1812;3554;2085;3248;3254;2747;2951;1997;1937;4;71;95;3;7;4;7;5;3;7;3;5;6;1;1;1;1;1;0;1;0;0;1;1;0;1;1;1;1;"US";4;2;2;1;33;768;1024;1;12;1;4;2;1;1;1;"Information Science";3;7;6;3,5;5,5;12;100
"521";3;3;1;6;1;9;3;9;8;4;7;7;2;3;4;3;5;6;4;9;2;3;14715;19497;10272;7835;9460;10673;15764;4624;7304;7272;7396;10592;17639;7753;9312;8580;10627;15757;9408;7372;6975;11253;24;232;204;6;6;7;5;3;3;7;6;3;5;1;1;1;1;1;0;0;0;0;1;0;0;1;1;1;1;"US";2;2;1;1;55;1366;768;1;12;1;4;1;2;5;1;"";4,5;6,5;4;6,5;4;10;96
"522";2;1;3;9;2;9;3;6;6;4;9;4;8;6;7;1;4;9;6;7;7;2;11882;3332;9565;3479;6666;4658;37571;6645;4815;8769;3520;4671;6127;8139;4968;4362;10145;7492;12777;2692;3637;11510;20;179;95;2;3;5;6;4;1;6;3;3;4;1;1;1;1;1;0;0;0;0;1;0;0;1;1;1;1;"US";2;2;2;1;16;1366;768;1;1;1;4;2;1;3;1;"";1,5;4,5;4,5;4;4;10;112
"523";2;1;1;9;2;8;1;9;9;1;9;1;8;1;9;1;1;9;1;9;5;1;16492;4520;8732;5570;20620;16820;8910;4240;18502;5360;8840;3840;15912;9062;10142;6040;8910;4890;9370;15262;12314;6730;8;223;151;1;3;3;6;5;1;3;1;5;2;1;1;0;1;1;0;0;0;0;1;0;0;1;1;1;1;"US";2;2;1;1;29;1252;783;1;4;1;4;2;3;2;1;"";1;3;5,5;2;3,5;9;95
"524";2;1;1;9;2;7;3;7;8;5;9;2;9;3;7;1;2;9;1;9;9;1;13205;3483;5626;3286;9866;12809;15771;4011;6964;8820;3195;4625;8828;10282;8184;6105;7845;4908;5566;3326;4249;4399;6;157;108;3;2;6;5;7;1;5;3;2;5;1;1;1;1;1;0;0;0;0;1;0;0;1;1;1;1;"US";2;3;2;1;19;1366;768;1;1;2;5;2;1;4;1;"";2;3,5;3,5;4,5;6;10;104
"525";4;2;2;7;4;7;2;5;6;3;7;3;8;2;7;2;3;8;3;7;5;3;7481;6440;6016;4935;11136;8568;8552;4095;6808;3880;4144;5768;8504;4064;3760;5416;6036;5380;6215;2936;7616;4424;11;133;101;3;5;4;5;5;3;3;3;4;5;1;1;1;1;1;0;1;0;0;1;1;0;1;1;1;1;"US";4;2;1;1;34;1600;900;2;1;1;4;2;3;2;1;"Computer Science";3;4;4,5;3,5;5;12;94
"526";4;2;3;7;3;7;2;8;8;6;7;4;7;4;6;1;1;8;2;5;4;6;7581;2959;12243;5561;10414;6000;11391;5828;4156;4930;4172;7702;7086;4454;5514;7500;8024;8086;8398;5203;5610;5953;19;150;143;3;2;3;5;5;3;3;2;5;6;1;1;1;1;1;0;1;0;0;1;1;0;1;1;1;1;"US";3;2;1;1;24;1920;1080;1;2;1;4;2;1;3;1;"Mechanical Engineering";3;2,5;5;2,5;5,5;12;99
"527";6;2;3;9;6;7;6;7;7;3;9;3;8;5;5;2;4;8;4;8;7;4;15948;15519;13926;11590;13443;10143;14013;3533;12231;14494;6224;11242;9577;6312;10664;9185;14534;5193;12496;7120;5972;10978;8;236;136;5;3;5;2;6;6;5;3;2;3;1;1;1;1;1;0;0;1;0;1;0;1;1;1;1;1;"US";2;2;2;1;16;1366;768;3;4;1;4;2;1;2;1;"";5,5;4;2;4;4,5;12;115
"528";1;1;1;9;1;8;1;9;9;1;9;1;9;1;8;1;1;9;2;9;8;1;40242;4776;4328;20272;9432;18824;10376;4416;7176;15712;8144;11080;16144;8968;11912;5056;12400;11192;8383;5793;11807;6488;7;254;172;5;2;7;5;7;5;6;6;2;6;1;1;0;1;1;0;0;1;1;1;1;1;1;1;1;1;"US";4;1;1;1;48;1920;1080;1;1;3;4;1;2;2;1;"Environmental biology";5;4;3,5;6,5;6,5;13;98
"529";5;1;8;5;5;5;9;3;5;8;8;9;5;9;5;6;9;9;9;7;1;9;11656;11657;6594;4594;6781;5063;6844;9359;6454;7625;5688;3766;9719;13828;8469;5844;4641;10078;4938;6766;4844;3984;3;163;168;1;2;1;7;4;3;5;2;7;7;0;1;1;1;1;0;1;1;0;1;1;0;1;1;1;1;"US";4;3;2;1;55;975;731;1;6;1;4;2;2;3;1;"jounalism english spec ed";2;3,5;7;1,5;5,5;12;134
"530";2;5;7;3;5;2;4;3;6;6;6;9;1;6;5;4;4;2;1;1;1;4;17859;7683;17939;26235;10191;10266;11316;9584;7943;8547;8977;5212;9186;6938;7727;9413;9864;6181;8750;5231;4871;7323;4;218;170;5;2;5;1;3;4;6;7;1;2;1;1;1;1;1;0;0;0;0;1;0;0;1;1;1;1;"US";2;2;1;1;28;360;640;1;7;1;5;1;2;7;1;"";4,5;4;1;6;2,5;10;80
"531";2;1;1;9;2;9;1;7;9;2;9;2;8;2;9;1;2;9;2;9;9;1;41121;4196;15720;13183;6485;8283;6617;7752;6916;7136;8082;15901;13085;7535;9433;11967;10353;6215;9170;7082;6117;6286;8;232;160;3;7;2;6;7;2;7;3;5;7;1;1;1;1;1;0;0;0;0;1;1;1;1;1;1;1;"US";2;2;2;1;18;320;568;1;4;2;4;1;1;2;1;"";2,5;7;5,5;2,5;7;12;103
"532";6;5;9;4;5;4;7;2;5;8;5;8;5;9;5;5;5;5;6;5;5;5;24496;7071;8859;5030;22483;8588;16840;6493;13392;8413;7552;6012;8416;5100;7835;8173;12116;7706;8497;5551;6973;7413;16;214;166;2;2;7;2;2;1;2;7;2;1;1;1;0;1;1;0;1;0;0;1;0;0;1;1;1;1;"US";3;2;2;1;21;320;480;1;1;1;4;2;1;2;1;"accounting";1,5;2;2;7;1,5;10;112
"533";8;7;8;2;6;1;8;4;2;2;1;8;1;9;2;6;9;5;5;1;1;9;4899;4237;3464;1859;5256;4938;3840;3534;2520;3496;2568;2872;2537;2528;5936;7703;3337;2695;5840;1984;2456;3896;496;83;80;5;1;4;0;5;6;1;5;7;7;1;1;1;1;1;0;1;1;0;1;1;0;1;1;1;1;"US";2;1;1;1;48;1152;864;1;6;1;4;1;2;2;1;"";5,5;1;3,5;4,5;6;13;90
"534";5;3;2;8;2;8;2;7;6;3;5;5;7;3;7;1;2;8;5;8;5;2;32426;13281;18109;21949;52738;16762;26558;21991;12407;10176;40362;7806;28947;8921;24736;8751;59581;11192;19539;9650;21926;20806;7;489;211;2;3;5;5;5;3;5;4;3;6;1;1;0;1;1;0;1;1;0;1;1;0;1;1;1;1;"US";3;2;1;1;36;1366;768;1;2;1;4;1;1;2;1;"Environmental Science";2,5;4;4;4,5;5,5;12;96
"535";1;1;1;9;1;9;1;9;9;1;9;1;9;1;9;1;1;9;1;9;9;1;26735;3763;8452;7123;11947;14873;11128;9101;6700;5485;6800;6850;8868;7600;7651;8334;10299;9536;8734;9288;7261;5334;14;204;174;2;7;5;2;6;1;6;5;1;7;1;1;1;1;1;0;0;1;0;1;0;0;1;1;1;1;"US";3;2;2;1;35;320;568;2;2;3;4;1;2;2;1;"Science";1,5;6,5;1,5;5;6,5;11;100
"536";3;1;1;9;1;8;1;9;9;1;8;3;8;1;7;1;1;9;1;8;5;1;10828;3072;3648;3120;12952;10088;3608;6031;4641;6506;5533;6416;7200;3752;6560;4960;3848;9176;3232;3200;4880;7216;17;132;100;1;3;3;5;6;1;2;2;3;5;1;1;1;1;1;0;1;1;0;1;1;0;1;1;1;1;"US";3;3;1;1;36;1680;1050;1;2;1;4;1;2;2;1;"Computer science";1;2,5;4;2,5;5,5;13;92
"537";1;1;1;9;1;9;1;9;9;1;9;1;9;1;9;1;1;9;1;9;9;1;6035;4535;8066;3088;5192;8375;351188;23329;4417;3958;5776;59807;8760;67647;7704;3152;11527;59976;86648;2926;72168;4088;2;810;513;1;5;5;5;6;1;6;5;2;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;"US";3;1;2;1;23;1920;1080;1;2;2;4;1;2;4;1;"Physics";1;5,5;3,5;5;5;16;100
"538";1;1;1;9;6;8;1;7;7;2;8;6;8;3;7;1;6;9;2;7;5;2;4601;3294;2595;2754;5388;4167;3823;4241;6297;3475;4471;3794;5309;7289;3453;4256;5556;3830;5594;6324;32573;4812;284;129;325;6;2;6;6;7;3;7;3;3;5;1;1;1;1;1;0;1;1;0;1;1;0;1;1;1;1;"US";4;2;2;1;40;1440;900;1;12;5;4;1;1;2;1;"English and Env Science";4,5;4,5;4,5;4,5;6;13;105
"539";2;1;1;9;3;9;3;8;7;3;6;3;8;1;5;2;2;9;2;7;6;1;13347;4567;13320;5135;37860296;7520;9783;6408;12127;12528;8159;7736;6208;10055;8240;6368;26775;5191;13832;5831;6480;5776;3;38056;143;3;5;6;5;6;3;7;5;5;4;1;1;1;1;1;0;1;1;0;1;1;0;1;1;1;1;"US";4;2;2;1;66;1600;1200;1;1;1;4;1;2;3;1;"English";3;6;5;5,5;5;13;95
"540";1;8;6;5;2;7;6;3;3;6;6;6;6;6;2;6;6;4;6;3;4;5;13696;9855;10319;8285;24632;14049;9690;5585;9925;10437;8481;7411;24877;7120;10619;9380;11320;12849;25908;6593;7965;11363;26;262;205;4;3;5;3;6;5;5;5;4;6;1;1;1;1;0;0;0;0;0;1;0;0;1;1;1;1;"US";2;1;2;1;35;534;320;1;12;1;4;2;2;3;1;"";4,5;4;3,5;5;6;9;98
"541";3;1;1;8;2;9;9;9;9;2;9;3;9;2;5;1;1;9;1;8;5;1;37168;6592;8623;7176;25894;8496;12991;6664;6431;10632;6871;16407;11975;12736;25310;6992;12543;7463;14303;6231;14623;10639;26;278;185;6;7;7;1;7;6;5;7;2;6;1;1;1;1;1;0;1;1;0;1;0;0;1;1;1;1;"US";4;1;1;1;69;1920;1200;1;1;1;4;1;2;4;1;"Geology";6;6;1,5;7;6,5;12;103
"542";3;1;1;8;2;7;1;5;8;2;9;3;8;1;8;2;1;9;2;8;6;2;13186;5216;17481;7144;21959;9953;11422;6070;13489;4238;5122;9925;9268;4406;10427;13372;8014;6450;6400;4502;4827;7305;2;202;173;1;3;6;3;7;2;5;2;2;3;1;1;1;1;1;0;1;1;0;1;1;1;1;1;1;1;"US";3;2;1;1;20;1366;768;1;6;1;4;1;1;4;1;"Mechanical Engineering";1,5;4;2,5;4;5;14;93
"543";3;2;2;3;3;4;4;3;8;8;9;7;2;6;2;3;3;3;3;3;2;2;16121;12120;9494;9633;11721;15654;14141;8441;5360;12975;6763;5046;20988;9045;12823;10787;27213;17585;26567;17857;11444;7213;6;291;152;2;3;3;6;6;2;7;6;3;6;1;1;0;1;1;0;0;0;0;1;0;0;1;1;1;1;"US";2;1;1;1;17;1366;768;1;6;1;4;2;1;4;1;"";2;5;4,5;4,5;6;9;80
"544";7;7;9;8;4;9;9;7;9;8;9;6;7;9;9;1;1;4;4;7;5;4;11828;7519;6040;7832;8520;6065;5888;4904;3103;4824;4417;5824;7063;4032;5537;4783;4256;12808;9561;3063;5056;5680;16;140;87;2;7;5;4;6;1;5;7;3;7;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;"US";3;1;1;1;24;1920;1080;1;2;1;4;2;1;3;1;"Comp Science";1,5;6;3,5;6;6,5;3;129
"545";3;7;6;4;2;3;4;4;7;8;4;7;3;4;3;4;7;2;7;3;1;6;10615;5176;7648;9336;5728;6928;8064;3752;8616;3960;5041;6599;7944;6872;8968;6976;8656;3568;4272;2936;2576;4344;170;139;117;6;2;6;3;5;7;3;3;5;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;"US";2;2;1;1;18;1280;1024;1;6;2;4;2;1;2;1;"not yet";6,5;2,5;4;4,5;5;16;89
"546";6;5;2;3;3;6;3;7;7;6;6;5;6;3;6;5;6;8;3;9;5;3;46948;15287;8362;23869;23107;26137;33000;8258;6129;26186;37248;23588;25882;18838;9865;7853;8556;5781;6891;5172;9616;7359;29;386;400;4;3;5;1;6;5;7;4;2;6;1;1;1;1;1;0;1;1;0;1;1;0;1;1;1;1;"US";4;3;1;1;76;1412;794;1;4;1;4;1;2;3;1;"Law";4,5;5;1,5;4,5;6;13;102
"547";2;1;4;8;1;8;6;9;9;3;9;5;9;9;9;5;3;1;5;9;9;1;17699;13786;22122;12140;8766;9067;10434;10482;6665;9498;7067;8004;11076;6946;8993;12298;15052;7394;14283;4433;5462;9113;2;233;162;1;3;6;7;7;1;7;6;7;6;1;1;0;1;1;0;0;1;0;1;0;0;1;1;1;1;"US";3;1;2;1;43;1440;900;1;6;1;4;1;1;3;1;"psychology/sociology";1;5;7;6;6,5;10;122
"548";8;1;1;9;1;8;1;9;9;1;7;6;9;3;9;1;1;9;1;5;7;1;7300;3950;9222;3432;8754;16665;4609;3062;2828;2920;9870;7690;4396;6676;3304;3088;9090;2846;5170;8917;8273;4133;2;138;85;2;6;5;3;6;1;6;1;2;5;1;1;1;1;1;0;1;1;0;1;1;0;1;1;1;1;"US";4;2;1;1;24;1920;1080;1;8;1;1;1;1;2;1;"computer science";1,5;6;2,5;3;5,5;13;98
"549";1;5;1;9;1;8;1;4;7;1;6;1;9;1;9;2;1;5;1;5;6;1;6654;6932;3144;1968;3953;6448;4655;3139;2484;3351;6499;2528;10165;3468;9250;5543;5419;8531;6426;2046;3153;3696;1;111;89;1;1;1;7;7;5;5;1;6;6;1;1;1;1;1;0;0;0;0;1;0;0;1;1;1;1;"US";1;1;1;1;16;1366;768;1;6;5;4;2;1;3;1;"";3;3;6,5;1;6,5;10;79
"550";1;1;1;9;1;9;1;9;9;1;9;1;9;1;9;1;1;9;1;9;9;1;11679;17062;7075;6611;8012;9209;15084;5322;9232;6032;6044;7752;18374;6901;10854;9532;12271;6925;6804;7261;7776;7626;14;206;214;3;3;3;3;7;2;3;5;3;7;1;1;1;1;1;0;1;1;0;1;1;1;1;1;1;1;"US";3;2;1;1;62;1920;1200;1;2;1;4;1;2;5;1;"software engineering";2,5;3;3;4;7;14;100
"551";6;9;9;1;8;1;7;1;3;8;6;9;1;9;6;9;9;3;7;4;1;4;22802;11431;14136;8457;15136;11522;15748;4771;11739;10740;18670;6972;14456;15730;14003;10055;20058;12200;13435;7375;7023;13342;3;294;183;3;3;6;1;6;3;7;7;1;7;1;1;0;1;1;0;0;1;0;1;0;0;1;1;1;1;"US";2;3;1;1;26;962;601;1;6;1;0;2;1;2;1;"";3;5;1;6,5;6,5;10;106
"552";7;3;9;3;7;4;8;2;2;8;6;9;2;9;3;7;7;7;8;2;1;9;9665;24176;8847;23673;10888;11679;8937;9583;10065;7319;6697;3504;9471;5201;14360;8263;12297;6472;12232;15305;4806;6439;2;233;203;5;2;6;3;5;2;3;3;2;5;1;1;0;1;1;0;0;0;1;1;0;0;1;1;1;1;"US";2;2;2;1;28;1600;900;1;1;1;4;2;1;2;1;"";3,5;2,5;2,5;4,5;5;10;113
"553";1;1;1;9;1;9;1;9;9;1;9;1;9;1;9;1;1;9;1;9;9;1;12661;3091;3727;4553;6121;6327;14377;4148;3944;5015;5357;31037;5445;4068;4550;9224;6203;3850;5404;5014;3790;3996;73;154;185;7;4;7;5;7;3;7;6;1;7;1;1;1;1;1;0;1;1;0;1;1;0;1;1;1;1;"US";4;2;2;1;63;1366;768;1;9;1;4;1;2;2;1;"French";5;5,5;3;6,5;7;13;100
"554";2;1;0;9;2;9;1;9;9;1;9;3;9;3;9;1;2;9;2;9;9;1;15101;7769;0;7017;12091;9159;13353;7511;9689;6417;6373;11286;9276;13499;6943;6822;6059;9322;11377;7598;9125;8309;5;196;228;6;7;7;5;6;2;7;3;3;5;1;1;1;1;1;0;1;1;0;1;1;0;1;1;1;1;"US";4;2;2;1;68;1440;900;1;9;1;4;2;2;2;1;"biology";4;7;4;5;5,5;13;106
"555";4;1;1;9;9;9;1;4;9;1;9;1;9;1;9;1;3;9;1;9;9;1;63950;8320;9359;25544;21641;83752;15694;9615;19225;12312;11225;15415;14240;8656;29908;99317;27552;11216;20408;6344;5494;123024;3;644;202;1;3;1;7;7;1;5;1;5;7;1;1;1;1;1;0;0;0;0;1;0;0;1;1;1;1;"US";3;1;1;1;48;1366;768;2;2;1;4;1;1;2;1;"Television";1;4;6;1;7;10;105
"556";1;1;1;9;1;9;1;5;9;1;9;1;9;7;9;1;1;9;1;9;9;1;6151;2700;6223;3053;6374;6886;4882;4013;3522;4394;4162;2552;8534;8232;11534;3034;3202;4410;5602;2352;4712;2862;3;111;106;1;5;5;5;5;1;7;2;1;4;1;1;0;1;1;0;0;0;0;1;0;0;1;1;1;1;"US";2;2;1;1;19;1600;900;1;2;1;4;1;1;1;1;"Public Administration";1;6;3;3,5;4,5;9;102
"557";1;1;1;9;1;9;1;9;9;1;9;2;8;1;9;1;1;9;1;9;2;1;10267;4654;4840;6214;8624;7520;7096;6295;6544;5999;7024;12760;12886;8360;4991;10080;7151;7544;7071;4648;7776;9063;4;169;355;4;7;6;1;7;2;6;4;2;7;1;1;1;1;1;0;1;1;0;1;1;0;1;1;0;1;"US";4;3;2;1;75;1366;768;2;12;3;4;1;2;4;1;"zoology";3;6,5;1,5;5;7;12;93
"558";4;3;1;4;4;8;3;6;8;5;6;5;5;1;6;1;2;5;3;8;4;5;15956;4984;15992;8487;7104;10040;8919;9656;5424;16983;4665;3824;9375;9832;7703;4545;7968;16192;8784;5049;3575;4952;4;191;110;2;6;6;2;5;3;5;7;2;5;1;1;0;1;1;0;0;0;0;1;0;0;1;1;1;1;"US";3;2;1;1;35;1920;1080;1;2;1;4;1;2;2;1;"Information Technology";2,5;5,5;2;6,5;5;9;90
"559";2;1;1;9;1;9;1;5;9;1;9;1;9;1;9;1;1;9;1;9;9;1;15886;7407;7164;5006;6280;7639;5104;18192;5051;6061;8476;2785;8898;5750;7215;4198;6414;8363;21759;5445;4172;8407;3;178;177;1;5;2;6;5;1;6;2;7;6;1;1;1;1;1;0;0;0;0;1;0;0;1;1;1;1;"US";1;1;1;1;15;1440;900;2;1;5;4;2;1;2;1;"";1;5,5;6,5;2;5,5;10;96
"560";8;2;2;9;6;5;6;6;7;7;7;2;6;4;2;1;7;9;3;9;5;4;7742;4779;8331;4108;23604;6113;6368;5845;3983;5683;8959;4448;11685;7783;13038;6257;9612;4081;28020;46490;5374;9571;2;242;201;1;1;2;7;2;1;5;1;7;2;1;1;1;1;1;0;0;0;0;1;1;0;1;1;1;1;"US";2;2;1;1;18;1280;800;1;9;4;4;2;0;1;1;"";1;3;7;1,5;2;11;107
"561";1;1;1;9;1;9;1;9;9;1;9;1;9;1;9;1;1;9;1;9;9;1;10461;5010;6110;3920;6828;14022;6047;4995;4858;5016;4606;4048;9333;7638;6249;5772;5982;8056;8181;3560;3639;7149;52;143;119;1;5;7;3;5;1;4;3;1;4;1;1;1;1;1;0;1;1;0;1;1;1;1;1;1;1;"US";3;3;1;1;35;1536;864;3;3;4;5;1;1;5;1;"Electronics";1;4,5;2;5;4,5;14;100
